Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager
41,No,Travel_Frequently,Research & Development,22,3,Life Sciences,Female,Research Scientist,Very High,Divorced,5467,3,14,3,12,Good,6,2,3,3
27,No,Travel_Rarely,Research & Development,6,4,Medical,Female,Research Scientist,High,Divorced,2187,0,12,3,6,Good,5,3,0,3
41,No,Travel_Rarely,Sales,2,4,Life Sciences,Male,Manager,Medium,Single,16015,1,19,3,22,Better,22,10,0,4
50,Yes,Travel_Frequently,Sales,1,4,Life Sciences,Male,Sales Executive,High,Divorced,6728,7,12,3,12,Better,6,3,0,1
34,No,Travel_Rarely,Research & Development,19,2,Medical,Male,Laboratory Technician,Very High,Divorced,2661,0,11,3,3,Better,2,2,1,2
49,No,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,Healthcare Representative,High,Married,6651,2,14,3,20,Good,3,2,1,2
25,No,Travel_Rarely,Sales,10,4,Life Sciences,Male,Sales Executive,Very High,Single,4950,0,14,3,5,Better,4,3,1,1
54,No,Travel_Rarely,Sales,2,4,Life Sciences,Female,Sales Executive,High,Married,10686,6,11,3,13,Better,9,4,7,0
24,No,Travel_Rarely,Sales,3,2,Other,Female,Sales Executive,High,Married,4999,0,21,4,4,Good,3,2,0,2
46,No,Travel_Rarely,Human Resources,5,2,Medical,Male,Human Resources,Medium,Divorced,5021,8,22,4,16,Better,4,2,0,2
30,No,Travel_Rarely,Research & Development,18,3,Life Sciences,Female,Research Scientist,High,Single,2632,1,14,3,5,Good,5,4,0,4
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,Research Scientist,Very High,Married,2929,1,12,3,10,Better,10,9,8,7
40,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,Laboratory Technician,High,Married,2213,3,13,3,10,Better,7,7,1,7
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,Female,Research Scientist,Low,Single,4968,0,16,3,10,Better,9,7,0,7
49,No,Travel_Frequently,Research & Development,8,1,Life Sciences,Male,Research Scientist,Medium,Married,5130,1,23,4,10,Better,10,7,1,7
46,No,Travel_Rarely,Sales,2,3,Marketing,Female,Manager,Low,Married,17048,8,23,4,28,Better,26,15,15,9
58,No,Non-Travel,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,High,Divorced,5660,2,13,3,12,Better,5,3,1,2
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,Male,Sales Executive,Medium,Single,6735,6,15,3,10,Better,0,0,0,0
23,No,Travel_Rarely,Research & Development,4,3,Medical,Male,Research Scientist,Low,Married,2819,2,16,3,5,Best,3,2,0,2
50,No,Travel_Rarely,Sales,8,4,Marketing,Male,Sales Representative,Medium,Married,3875,7,15,3,4,Better,2,2,2,2
48,No,Travel_Rarely,Sales,16,4,Life Sciences,Female,Sales Executive,High,Divorced,6439,8,14,3,18,Better,8,7,7,7
48,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Laboratory Technician,High,Single,5381,9,13,3,23,Better,1,0,0,0
35,No,Travel_Rarely,Research & Development,16,2,Other,Female,Manufacturing Director,Medium,Married,4788,0,11,3,4,Better,3,2,0,2
56,No,Travel_Frequently,Sales,6,3,Life Sciences,Female,Sales Executive,Low,Married,13212,9,11,3,36,Good,7,7,7,7
43,No,Travel_Rarely,Research & Development,6,4,Other,Male,Research Director,Very High,Divorced,16627,4,14,3,21,Good,1,0,0,0
37,No,Non-Travel,Research & Development,2,2,Life Sciences,Male,Healthcare Representative,Very High,Divorced,5163,5,14,3,17,Best,1,0,0,0
45,No,Travel_Frequently,Research & Development,25,3,Medical,Female,Manager,Medium,Single,18061,3,22,4,22,Better,0,0,0,0
42,No,Travel_Frequently,Research & Development,29,2,Life Sciences,Female,Research Scientist,High,Divorced,4556,2,11,3,19,Better,5,4,0,2
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,Male,Human Resources,Very High,Single,3539,0,13,3,10,Better,9,7,1,8
51,No,Travel_Frequently,Research & Development,6,2,Medical,Female,Laboratory Technician,High,Single,2838,0,14,3,8,Good,7,0,7,7
48,No,Travel_Frequently,Research & Development,4,5,Medical,Male,Manager,Very High,Married,15202,2,25,4,23,Better,2,2,2,2
29,No,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,Research Scientist,Very High,Divorced,2514,4,22,4,11,Better,7,5,1,7
34,Yes,Non-Travel,Research & Development,16,4,Technical Degree,Male,Research Scientist,Low,Married,2307,1,23,4,5,Better,5,2,3,0
39,No,Travel_Rarely,Sales,15,4,Marketing,Male,Sales Executive,Low,Single,13341,0,12,3,21,Better,20,8,11,10
44,No,Travel_Rarely,Research & Development,4,3,Medical,Male,Healthcare Representative,Medium,Single,5933,9,12,3,10,Good,5,2,2,3
42,No,Travel_Rarely,Research & Development,7,4,Medical,Female,Research Scientist,Medium,Married,2372,6,16,3,18,Better,1,0,0,0
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,Male,Laboratory Technician,Very High,Married,2436,5,13,3,8,Bad,5,4,0,4
45,No,Non-Travel,Sales,26,3,Marketing,Male,Sales Executive,Low,Married,4385,1,15,3,10,Better,10,7,4,5
45,No,Travel_Rarely,Research & Development,10,2,Life Sciences,Male,Research Scientist,Very High,Married,2654,3,21,4,8,Good,2,2,0,2
49,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,Medium,Divorced,10466,3,14,3,29,Better,8,7,0,7
29,Yes,Travel_Rarely,Research & Development,25,5,Technical Degree,Female,Research Scientist,Medium,Married,2546,5,16,3,6,Best,2,2,1,1
31,Yes,Travel_Frequently,Research & Development,3,3,Life Sciences,Female,Research Scientist,High,Single,4084,1,12,3,7,Bad,7,2,7,7
35,Yes,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,Research Scientist,Medium,Divorced,2022,1,19,3,10,Good,10,2,7,8
33,No,Travel_Rarely,Research & Development,25,3,Life Sciences,Male,Manufacturing Director,Medium,Single,4320,1,13,3,5,Better,5,3,0,2
18,No,Travel_Rarely,Sales,10,3,Medical,Female,Sales Representative,High,Single,1200,1,12,3,0,Better,0,0,0,0
34,No,Travel_Rarely,Research & Development,5,2,Medical,Male,Laboratory Technician,Very High,Married,3986,1,14,3,15,Best,15,10,4,13
32,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,Manufacturing Director,High,Married,6162,1,12,3,14,Better,14,13,6,8
27,No,Travel_Rarely,Research & Development,3,4,Medical,Male,Research Scientist,Very High,Single,2045,0,13,3,5,Better,4,2,1,1
34,Yes,Travel_Frequently,Human Resources,23,3,Human Resources,Female,Human Resources,Low,Divorced,9950,9,15,3,11,Better,3,2,0,2
26,Yes,Travel_Rarely,Sales,4,4,Marketing,Male,Sales Executive,Very High,Single,5828,1,12,3,8,Better,8,7,7,4
34,Yes,Non-Travel,Sales,19,3,Marketing,Male,Sales Executive,Very High,Single,5304,8,13,3,9,Good,5,2,0,4
30,No,Travel_Rarely,Research & Development,2,3,Medical,Female,Manufacturing Director,Very High,Single,6877,5,24,4,12,Good,0,0,0,0
31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,Laboratory Technician,Low,Married,2218,1,12,3,4,Better,4,2,3,2
33,Yes,Travel_Rarely,Research & Development,10,1,Medical,Male,Laboratory Technician,Very High,Divorced,3408,7,13,3,8,Better,4,3,1,3
26,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Research Scientist,High,Married,2933,1,13,3,1,Good,1,0,1,0
41,No,Travel_Frequently,Sales,1,3,Marketing,Female,Sales Executive,Low,Divorced,4103,0,17,3,10,Better,9,3,1,7
19,Yes,Travel_Rarely,Sales,22,1,Marketing,Male,Sales Representative,High,Single,1675,1,19,3,0,Good,0,0,0,0
28,No,Travel_Rarely,Sales,9,4,Life Sciences,Male,Sales Executive,Very High,Single,5253,1,16,3,7,Better,7,5,0,7
36,No,Travel_Frequently,Research & Development,11,3,Life Sciences,Male,Manufacturing Director,Medium,Single,6499,1,13,3,6,Better,6,5,0,3
22,No,Travel_Rarely,Research & Development,8,1,Life Sciences,Male,Laboratory Technician,Low,Married,2451,1,15,3,4,Good,4,3,1,1
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,High,Single,10938,0,25,4,20,Better,19,6,11,8
26,No,Travel_Rarely,Research & Development,3,4,Medical,Male,Laboratory Technician,Very High,Married,4420,1,22,4,8,Better,8,7,0,7
34,No,Travel_Frequently,Research & Development,16,4,Life Sciences,Female,Research Scientist,Very High,Single,2553,1,16,3,6,Better,5,2,1,3
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,Laboratory Technician,Medium,Divorced,2008,1,14,3,1,Better,1,0,1,0
34,Yes,Travel_Rarely,Sales,24,4,Medical,Female,Sales Executive,Medium,Single,4599,0,23,4,16,Best,15,9,10,10
37,No,Travel_Rarely,Research & Development,25,2,Medical,Female,Healthcare Representative,Very High,Divorced,5731,7,13,3,9,Better,6,2,1,3
59,No,Travel_Rarely,Human Resources,6,2,Medical,Male,Human Resources,High,Married,2267,8,17,3,7,Good,2,2,2,2
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,Male,Laboratory Technician,High,Single,4230,0,15,3,6,Better,5,4,4,3
29,No,Travel_Frequently,Sales,1,1,Medical,Female,Sales Executive,Very High,Married,7918,1,14,3,11,Better,11,10,4,1
45,No,Travel_Frequently,Research & Development,1,4,Medical,Male,Healthcare Representative,High,Single,5399,4,12,3,12,Better,4,2,0,3
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,Healthcare Representative,High,Married,13966,2,19,3,30,Better,15,11,2,12
26,No,Travel_Rarely,Sales,28,2,Marketing,Male,Sales Executive,Medium,Married,6272,1,20,4,6,Best,5,3,1,4
31,No,Travel_Frequently,Sales,5,3,Marketing,Female,Sales Representative,Medium,Divorced,2789,1,11,3,2,Good,2,2,2,2
31,No,Travel_Frequently,Sales,2,4,Other,Male,Sales Executive,Low,Single,5332,7,13,3,10,Better,5,2,0,3
26,No,Travel_Frequently,Research & Development,11,2,Medical,Male,Healthcare Representative,Low,Married,4741,1,13,3,5,Better,5,3,3,3
45,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Research Scientist,High,Single,2274,1,14,3,1,Better,1,0,0,0
32,No,Travel_Rarely,Research & Development,8,2,Medical,Female,Research Scientist,High,Married,5175,5,12,3,9,Good,5,3,1,3
36,No,Travel_Rarely,Sales,1,2,Life Sciences,Male,Sales Executive,Very High,Married,6201,1,14,3,18,Good,18,14,4,11
42,No,Travel_Rarely,Sales,5,2,Marketing,Male,Manager,High,Married,18303,6,13,3,21,Best,1,0,0,0
27,No,Travel_Rarely,Research & Development,9,3,Medical,Female,Research Scientist,Medium,Single,2279,1,16,3,7,Good,7,7,0,3
30,No,Travel_Rarely,Sales,12,3,Technical Degree,Female,Sales Executive,High,Single,6577,0,11,3,6,Better,5,4,4,4
50,No,Travel_Rarely,Research & Development,1,3,Medical,Male,Laboratory Technician,High,Married,3690,2,15,3,5,Good,3,2,0,2
29,No,Travel_Rarely,Research & Development,9,5,Other,Male,Laboratory Technician,Very High,Single,3983,0,17,3,4,Better,3,2,2,2
32,No,Non-Travel,Sales,2,1,Life Sciences,Female,Sales Representative,Low,Divorced,2827,1,12,3,1,Better,1,0,0,0
42,Yes,Travel_Frequently,Research & Development,19,3,Medical,Male,Research Scientist,High,Divorced,2759,6,12,3,7,Better,2,2,2,2
28,No,Travel_Rarely,Sales,3,3,Medical,Female,Sales Representative,Medium,Married,2856,1,19,3,1,Better,1,0,0,0
18,Yes,Travel_Frequently,Sales,3,2,Medical,Female,Sales Representative,Very High,Single,1569,1,12,3,0,Best,0,0,0,0
46,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Research Director,High,Married,17861,6,13,3,26,Bad,3,2,0,1
34,No,Travel_Rarely,Sales,1,4,Marketing,Male,Sales Executive,Very High,Divorced,9725,0,11,3,16,Good,15,1,0,9
34,No,Travel_Frequently,Research & Development,1,3,Medical,Male,Healthcare Representative,Low,Single,5343,0,20,4,14,Better,13,9,4,9
31,Yes,Travel_Frequently,Research & Development,15,3,Medical,Male,Laboratory Technician,High,Married,2610,1,12,3,2,Good,2,2,2,2
33,No,Travel_Rarely,Sales,10,4,Marketing,Male,Sales Executive,High,Single,5487,1,14,3,10,Good,10,4,0,9
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,Female,Manager,High,Married,19658,3,11,3,27,Better,5,2,1,0
54,No,Travel_Rarely,Human Resources,19,4,Medical,Male,Human Resources,Medium,Married,10725,2,15,3,16,Best,9,7,7,1
29,No,Non-Travel,Research & Development,1,1,Technical Degree,Male,Manufacturing Director,High,Married,4319,1,13,3,10,Better,10,7,0,9
32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Scientist,Medium,Married,6220,1,17,3,10,Better,10,4,0,9
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,Male,Laboratory Technician,Very High,Married,5415,3,19,3,12,Better,10,7,0,8
32,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,Laboratory Technician,High,Married,4883,1,18,3,10,Better,10,4,1,1
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,Male,Healthcare Representative,High,Married,5347,6,14,3,10,Good,3,2,0,2
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Scientist,Very High,Married,2044,1,11,3,5,Best,5,3,0,3
41,No,Travel_Rarely,Sales,9,1,Life Sciences,Male,Sales Executive,High,Divorced,8189,3,13,3,12,Better,9,7,0,7
58,No,Travel_Rarely,Sales,21,3,Life Sciences,Female,Manager,Very High,Married,17875,4,13,3,29,Good,1,0,0,0
40,No,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Scientist,High,Divorced,2345,2,14,3,8,Best,3,1,1,2
43,No,Travel_Rarely,Research & Development,8,4,Other,Female,Healthcare Representative,High,Divorced,4522,4,14,3,8,Better,5,2,0,2
37,No,Non-Travel,Sales,19,2,Medical,Male,Sales Executive,Medium,Single,7642,1,13,3,10,Better,10,0,0,9
54,No,Travel_Rarely,Research & Development,17,3,Technical Degree,Female,Manufacturing Director,High,Married,10739,8,11,3,22,Better,10,7,0,8
49,No,Travel_Rarely,Sales,8,4,Technical Degree,Male,Sales Executive,Medium,Married,13120,6,17,3,22,Better,9,8,2,3
36,Yes,Travel_Rarely,Research & Development,9,3,Medical,Male,Research Scientist,High,Married,3388,0,17,3,2,Good,1,0,0,0
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,Healthcare Representative,Low,Divorced,6842,6,20,4,13,Better,5,4,0,4
37,Yes,Travel_Rarely,Sales,1,4,Life Sciences,Male,Sales Executive,High,Married,10609,5,11,3,17,Bad,14,1,11,7
28,Yes,Travel_Rarely,Research & Development,5,4,Technical Degree,Male,Laboratory Technician,High,Single,3441,1,13,3,2,Good,2,2,2,2
35,Yes,Travel_Rarely,Sales,15,2,Medical,Male,Sales Executive,Very High,Divorced,5440,6,14,3,7,Good,2,2,2,2
41,Yes,Travel_Frequently,Sales,4,3,Marketing,Male,Sales Executive,Medium,Single,9355,1,18,3,8,Better,8,7,7,7
29,No,Travel_Rarely,Human Resources,17,3,Other,Male,Human Resources,Low,Single,7988,1,13,3,10,Good,10,9,0,9
44,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,Low,Married,5033,2,15,3,10,Better,2,0,2,2
31,No,Non-Travel,Research & Development,10,3,Medical,Female,Research Director,High,Married,11031,4,20,4,13,Best,11,7,4,8
29,No,Travel_Frequently,Sales,20,3,Technical Degree,Female,Sales Representative,Very High,Married,2157,1,15,3,3,Better,3,1,0,2
42,No,Travel_Frequently,Research & Development,8,3,Life Sciences,Male,Manager,Very High,Divorced,18430,1,13,3,24,Good,24,7,14,9
30,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,High,Married,3833,3,21,4,7,Better,2,2,0,2
36,No,Travel_Rarely,Research & Development,4,4,Life Sciences,Male,Laboratory Technician,Very High,Single,5810,1,16,3,10,Good,10,4,1,8
39,No,Travel_Rarely,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,High,Single,4553,1,11,3,20,Better,20,7,11,10
28,No,Non-Travel,Sales,4,3,Medical,Male,Sales Executive,High,Married,4221,1,15,3,5,Best,5,4,0,4
32,No,Travel_Rarely,Research & Development,5,4,Other,Female,Research Scientist,Very High,Married,3312,3,17,3,6,Better,3,2,0,2
32,Yes,Travel_Rarely,Sales,2,4,Marketing,Male,Sales Executive,Medium,Single,9907,7,12,3,7,Good,2,2,2,2
55,No,Travel_Rarely,Sales,26,5,Marketing,Male,Manager,Very High,Married,19586,1,21,4,36,Better,36,6,2,13
51,Yes,Travel_Frequently,Research & Development,8,4,Life Sciences,Male,Manufacturing Director,Very High,Single,10650,2,15,3,18,Better,4,2,0,3
34,No,Travel_Frequently,Research & Development,10,4,Medical,Male,Research Scientist,High,Divorced,3815,1,17,3,5,Best,5,3,2,0
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,Manufacturing Director,High,Married,10435,1,13,3,18,Better,18,15,14,12
31,Yes,Travel_Rarely,Sales,13,4,Medical,Male,Sales Executive,Low,Divorced,4233,2,17,3,9,Bad,3,1,1,2
33,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,Research Scientist,Very High,Single,2500,0,14,3,4,Best,3,1,0,2
55,No,Travel_Rarely,Human Resources,26,4,Human Resources,Male,Manager,Medium,Married,19636,4,18,3,35,Better,10,9,1,4
32,No,Travel_Rarely,Research & Development,2,3,Technical Degree,Male,Research Scientist,Low,Single,2439,1,14,3,4,Better,4,2,1,2
58,Yes,Travel_Rarely,Research & Development,23,4,Medical,Female,Healthcare Representative,Very High,Married,10312,1,12,3,40,Good,40,10,15,6
36,No,Non-Travel,Sales,8,4,Life Sciences,Male,Sales Executive,Low,Single,7587,1,15,3,10,Better,10,7,0,9
34,No,Non-Travel,Research & Development,26,1,Technical Degree,Female,Research Scientist,High,Divorced,2029,1,20,4,5,Better,5,4,0,0
53,No,Travel_Rarely,Sales,2,2,Medical,Male,Manager,High,Divorced,14852,6,13,3,22,Best,17,13,15,2
32,No,Non-Travel,Research & Development,5,4,Technical Degree,Male,Research Scientist,Medium,Single,2718,2,14,3,12,Better,7,7,0,7
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,Male,Sales Executive,Low,Married,9714,1,11,3,10,Better,10,8,6,7
58,Yes,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,Laboratory Technician,Very High,Divorced,2380,9,14,3,3,Good,1,0,0,0
31,Yes,Travel_Rarely,Sales,6,4,Life Sciences,Male,Sales Executive,High,Married,6172,4,18,3,12,Good,7,7,7,7
36,No,Travel_Rarely,Research & Development,8,3,Technical Degree,Female,Healthcare Representative,High,Divorced,10096,1,13,3,17,Better,17,14,12,8
31,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,Laboratory Technician,Very High,Divorced,5915,3,22,4,10,Good,7,7,1,7
34,No,Travel_Frequently,Human Resources,11,3,Life Sciences,Male,Human Resources,Medium,Married,4490,4,11,3,14,Best,10,9,1,8
29,Yes,Travel_Rarely,Sales,1,3,Medical,Female,Sales Representative,High,Divorced,2800,6,19,3,5,Better,3,2,0,2
30,No,Non-Travel,Research & Development,9,2,Medical,Female,Manufacturing Director,High,Single,4695,7,18,3,10,Better,8,4,1,7
37,No,Travel_Rarely,Research & Development,10,3,Medical,Female,Laboratory Technician,Low,Married,3452,6,20,4,17,Better,5,4,0,3
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,Male,Research Scientist,Low,Divorced,3072,2,16,3,17,Good,1,0,0,0
52,No,Travel_Rarely,Research & Development,6,2,Technical Degree,Male,Research Scientist,Low,Divorced,5577,3,12,3,18,Better,10,9,6,9
30,No,Travel_Rarely,Sales,2,1,Technical Degree,Male,Sales Representative,Medium,Married,2476,1,18,3,1,Better,1,0,0,0
40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Manager,Low,Divorced,16823,2,11,3,22,Better,19,7,11,16
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Scientist,High,Divorced,1563,1,14,3,1,Bad,1,0,0,0
46,No,Travel_Frequently,Sales,5,4,Marketing,Male,Sales Executive,Very High,Single,5772,4,21,4,14,Better,9,6,0,8
40,No,Travel_Rarely,Sales,14,2,Life Sciences,Female,Sales Executive,Low,Married,4639,1,15,3,5,Better,5,4,1,2
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,Research Scientist,Very High,Single,3280,2,16,3,10,Better,4,2,1,3
44,No,Travel_Rarely,Sales,5,3,Marketing,Male,Manager,Medium,Married,18213,7,11,3,26,Better,22,9,3,10
45,No,Travel_Rarely,Research & Development,25,2,Life Sciences,Female,Manufacturing Director,Very High,Married,5906,0,13,3,10,Good,9,8,3,8
52,No,Travel_Frequently,Research & Development,25,4,Medical,Female,Manufacturing Director,Very High,Married,13826,3,22,4,31,Better,9,8,0,0
46,No,Travel_Rarely,Research & Development,1,4,Medical,Male,Healthcare Representative,Low,Divorced,9396,7,16,3,17,Better,4,2,0,3
26,No,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,Research Scientist,Very High,Divorced,2886,1,22,4,3,Bad,3,2,0,2
37,No,Travel_Rarely,Research & Development,3,3,Other,Male,Manufacturing Director,High,Married,9434,1,15,3,10,Better,10,7,7,8
40,No,Travel_Rarely,Research & Development,2,2,Medical,Male,Research Director,High,Divorced,19436,0,19,3,22,Better,21,7,3,9
34,No,Travel_Rarely,Research & Development,29,3,Medical,Male,Laboratory Technician,High,Married,5429,4,13,3,10,Better,8,7,7,7
32,No,Travel_Rarely,Research & Development,10,3,Medical,Male,Manager,Very High,Single,11244,2,25,4,10,Best,5,2,0,0
40,No,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,Medium,Married,13503,1,22,4,22,Good,22,3,11,11
31,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,Research Scientist,Low,Married,5003,1,21,4,10,Better,10,8,8,7
54,No,Travel_Rarely,Research & Development,10,3,Medical,Female,Manufacturing Director,Low,Single,4440,6,19,3,9,Better,5,2,1,4
27,No,Travel_Rarely,Research & Development,14,3,Life Sciences,Male,Research Scientist,Low,Married,2235,1,14,3,9,Good,9,7,6,8
44,No,Travel_Frequently,Research & Development,2,1,Medical,Male,Manufacturing Director,High,Single,10209,5,18,3,16,Good,2,2,2,2
36,No,Non-Travel,Research & Development,24,4,Life Sciences,Female,Laboratory Technician,Medium,Married,5674,7,15,3,11,Better,9,8,0,8
31,No,Travel_Rarely,Research & Development,11,4,Life Sciences,Male,Research Scientist,Very High,Married,2356,3,19,3,8,Better,6,4,0,2
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,Female,Research Director,Medium,Single,16704,1,11,3,21,Better,21,6,8,6
33,No,Travel_Rarely,Research & Development,2,3,Medical,Male,Laboratory Technician,Very High,Single,2496,4,11,3,7,Better,1,1,0,0
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,Research Scientist,Very High,Married,2061,1,21,4,1,Better,1,0,0,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,Male,Laboratory Technician,High,Divorced,3069,0,15,3,11,Better,10,8,0,7
36,No,Travel_Rarely,Research & Development,9,2,Medical,Male,Manufacturing Director,Medium,Divorced,8847,2,11,3,13,Better,3,2,0,2
47,No,Travel_Frequently,Sales,3,3,Medical,Female,Sales Executive,High,Divorced,13770,9,12,3,28,Good,22,2,11,13
37,No,Travel_Rarely,Research & Development,4,1,Life Sciences,Male,Research Scientist,High,Married,2996,7,15,3,8,Better,6,4,1,3
50,No,Travel_Rarely,Research & Development,11,3,Life Sciences,Female,Manager,Medium,Single,19926,3,15,3,21,Better,5,4,4,4
38,No,Non-Travel,Human Resources,2,3,Human Resources,Male,Human Resources,Medium,Divorced,2592,5,13,3,13,Better,11,10,3,8
29,No,Travel_Rarely,Sales,19,3,Life Sciences,Male,Sales Executive,High,Divorced,8620,1,14,3,10,Better,10,7,0,4
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,Male,Manufacturing Director,High,Married,5916,3,13,3,8,Better,1,0,0,1
49,No,Travel_Rarely,Research & Development,22,4,Other,Female,Research Director,Medium,Married,16413,3,16,3,27,Better,4,2,1,2
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,Male,Research Scientist,High,Single,2058,0,14,3,7,Good,6,2,1,5
55,No,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Director,Very High,Divorced,14732,2,13,3,31,Best,7,7,0,0
28,No,Travel_Rarely,Research & Development,10,3,Other,Female,Research Scientist,High,Single,3660,3,13,3,10,Best,8,7,1,7
51,No,Travel_Rarely,Research & Development,11,2,Technical Degree,Female,Manufacturing Director,Medium,Single,13142,3,16,3,29,Good,5,2,0,3
30,Yes,Travel_Frequently,Research & Development,5,3,Medical,Female,Laboratory Technician,Medium,Single,2422,0,17,3,4,Better,3,2,1,2
27,No,Travel_Frequently,Research & Development,5,2,Life Sciences,Female,Laboratory Technician,Very High,Single,2379,0,14,3,6,Good,5,4,0,2
45,No,Travel_Rarely,Sales,2,2,Technical Degree,Male,Sales Representative,High,Single,6632,0,13,3,9,Better,8,7,3,1
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,Male,Laboratory Technician,High,Single,3989,1,11,3,5,Better,5,4,1,2
44,No,Travel_Rarely,Human Resources,1,4,Life Sciences,Female,Human Resources,High,Single,5985,4,11,3,10,Best,2,2,0,2
36,No,Travel_Rarely,Sales,16,4,Marketing,Female,Sales Executive,Low,Married,5647,4,13,3,11,Good,3,2,0,2
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,Very High,Married,3867,1,12,3,2,Better,2,2,2,2
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Research Scientist,High,Married,2543,4,13,3,6,Better,2,2,2,2
40,Yes,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,Low,Single,2018,3,14,3,15,Bad,5,4,1,0
29,No,Travel_Frequently,Research & Development,1,4,Life Sciences,Male,Research Scientist,Very High,Divorced,2720,1,18,3,10,Better,10,7,2,8
22,No,Travel_Rarely,Research & Development,19,1,Medical,Male,Research Scientist,Very High,Married,2323,1,24,4,2,Better,2,2,2,2
36,No,Travel_Rarely,Sales,1,4,Life Sciences,Female,Sales Executive,High,Single,6815,6,13,3,15,Better,1,0,0,0
42,No,Travel_Rarely,Sales,4,4,Marketing,Male,Sales Executive,Low,Single,5155,7,13,3,9,Best,6,4,1,5
40,No,Travel_Frequently,Research & Development,2,2,Medical,Female,Healthcare Representative,Medium,Married,4244,1,24,4,8,Better,8,7,3,7
24,Yes,Travel_Rarely,Sales,3,2,Life Sciences,Female,Sales Executive,High,Single,4577,9,14,3,4,Better,2,2,2,0
36,No,Travel_Rarely,Research & Development,7,4,Other,Male,Research Scientist,Very High,Single,4678,2,18,3,8,Better,6,2,0,1
29,Yes,Travel_Rarely,Research & Development,1,4,Medical,Male,Research Scientist,Very High,Married,4787,9,14,3,4,Best,2,2,2,2
40,No,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,Manufacturing Director,High,Single,13237,7,15,3,22,Better,20,6,5,13
34,No,Travel_Frequently,Sales,2,4,Marketing,Female,Sales Representative,High,Married,2231,6,18,3,6,Better,4,3,1,2
